Player,Player Link,Position,Age,2024-25,2025-26,2026-27,2027-28,2028-29,Player Key,Team,Team Link
Tristan Da Silva,https://www.spotrac.com/nba/player/_/id/91759,SF,23,$3628440,$3809520,$3991200,$6138466,RFA,tristan-da-silva,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly
Tristan Thompson,https://www.spotrac.com/nba/player/_/id/8054,C,33,$2087519,UFA,,,,tristan-thompson,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly
Tristan Vukcevic,https://www.spotrac.com/nba/player/_/id/84470,C,21,Two-Way,RFA,,,,tristan-vukcevic,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly
Tristen Newton,https://www.spotrac.com/nba/player/_/id/93957,PG,23,Two-Way,RFA,,,,tristen-newton,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly
Ty Jerome,https://www.spotrac.com/nba/player/_/id/31582,SG,27,$2560975,UFA,,,,ty-jerome,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly
Tyler Herro,https://www.spotrac.com/nba/player/_/id/31570,SG,25,$29000000,$31000000,$33000000,UFA,,tyler-herro,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly
Tyler Kolek,https://www.spotrac.com/nba/player/_/id/91769,PG,23,$2087519,$2191897,$2296271,$2486995,RFA,tyler-kolek,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly
Tyler Smith,https://www.spotrac.com/nba/player/_/id/91762,SF,20,$1157153,$1955377,$2296271,$2486995,UFA,tyler-smith,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly
Tyrese Haliburton,https://www.spotrac.com/nba/player/_/id/70654,PG,24,$42176400,$45550512,$48924624,$52298736,$55672848,tyrese-haliburton,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly
Tyrese Martin,https://www.spotrac.com/nba/player/_/id/78162,SF,25,Two-Way,RFA,,,,tyrese-martin,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly
Tyrese Maxey,https://www.spotrac.com/nba/player/_/id/70663,PG,24,$35147000,$37958760,$40770520,$43582280,$46394040,tyrese-maxey,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly
TyTy Washington Jr.,https://www.spotrac.com/nba/player/_/id/78125,PG,23,Two-Way,RFA,,,,tyty-washington,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly
Tyus Jones,https://www.spotrac.com/nba/player/_/id/17852,PG,28,$2087519,UFA,,,,tyus-jones,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly
Ulrich Chomche,https://www.spotrac.com/nba/player/_/id/91781,PF,19,Two-Way,Two-Way,RFA,,,ulrich-chomche,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly
Vasilije Micic,https://www.spotrac.com/nba/player/_/id/15404,PG,31,$7723000,$8109150,UFA,,,vasilije-micic,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly
Victor Wembanyama,https://www.spotrac.com/nba/player/_/id/82196,C,21,$12768960,$13376880,$16868246,RFA,,victor-wembanyama,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly
Vincent Williams Jr.,https://www.spotrac.com/nba/player/_/id/78158,SF,24,$2120693,$2301587,$2489752,UFA,,vincent-williams,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly
Vit Krejci,https://www.spotrac.com/nba/player/_/id/70679,PG,24,$2162606,$2349578,$2667944,$3005085,UFA,vit-krejci,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly
Vlatko Cancar,https://www.spotrac.com/nba/player/_/id/23650,PF,27,$2087519,UFA,,,,vlatko-cancar,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly
Walker Kessler,https://www.spotrac.com/nba/player/_/id/78133,C,23,$2965920,$4878938,RFA,,,walker-kessler,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly
Wendell Carter Jr.,https://www.spotrac.com/nba/player/_/id/26973,C,25,$11950000,$10850000,$18102000,$19550160,$20998320,wendell-carter,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly
Wendell Moore Jr.,https://www.spotrac.com/nba/player/_/id/78145,SG,23,$2537040,UFA,,,,wendell-moore,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly
Xavier Tillman,https://www.spotrac.com/nba/player/_/id/70677,C,26,$2237691,$2546675,UFA,,,xavier-tillman,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly
Yongxi Cui,https://www.spotrac.com/nba/player/_/id/95593,G,21,Two-Way,Two-Way,RFA,,,yongxi-cui,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly
Yuki Kawamura,https://www.spotrac.com/nba/player/_/id/95565,G,23,Two-Way,RFA,,,,yuki-kawamura,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly
Yves Missi,https://www.spotrac.com/nba/player/_/id/91761,C,20,$3193200,$3353040,$3512760,$5595827,RFA,yves-missi,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly
Zaccharie Risacher,https://www.spotrac.com/nba/player/_/id/91733,SF,19,$12569040,$13197720,$13826040,$17434637,RFA,zaccharie-risacher,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly
Zach Collins,https://www.spotrac.com/nba/player/_/id/23605,C,27,$16741200,$18080496,UFA,,,zach-collins,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly
Zach Edey,https://www.spotrac.com/nba/player/_/id/91755,C,22,$5756880,$6045000,$6332760,$8067937,RFA,zach-edey,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly
Zach LaVine,https://www.spotrac.com/nba/player/_/id/15365,SG,29,$43031940,$45999660,$48967380,UFA,,zach-lavine,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly
Zeke Nnaji,https://www.spotrac.com/nba/player/_/id/70664,PF,24,$8888889,$8177778,$7466667,$7466667,UFA,zeke-nnaji,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly
Ziaire Williams,https://www.spotrac.com/nba/player/_/id/74117,SF,23,$6133005,RFA,,,,ziaire-williams,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly
Zion Williamson,https://www.spotrac.com/nba/player/_/id/31558,PF,24,$36725670,$39446090,$42166510,$44886930,UFA,zion-williamson,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly
